0,Mago Pink,1654949510,1654949931
0,Mister Lin,1654949530,1654951411
0,Full Trap,1654949561,1654949841
0,Vanessa,1654949571,1654950370
0,Dashh,1654949650,1654950031
0,Gang'ster,1654949751,1654953010
0,Methtroll,1654949770,1654952670
0,Loggan,1654949790,1654949800
0,Ichiman,1654949800,1654954250
0,Tata,1654949850,1654952060
0,Pacholokz,1654949860,1654954580
0,Latuz,1654949881,1654950860
0,Sweetfleet,1654949881,1654955670
0,Pigmalion,1654949961,1654951520
1,Dashh,1654950070,1654971871
0,Vink,1654950102,1654951250
0,Rethron,1654950150,1654953081
0,Vizzerdrix,1654950210,1654951320
0,Kmps,1654950240,1654952220
0,Little White Shark,1654950290,1654950302
0,Little Sword,1654950302,1654950330
0,Robbie,1654950311,1654950350
1,Little White Shark,1654950330,1654951330
0,Kono Dio Da,1654950340,1654951910
0,Meltz,1654950361,1654961170
0,Tidio Trevas,1654950361,1654950440
0,Vortex,1654950380,1654950620
0,Rdez,1654950401,1654958300
0,Oxys,1654950420,1654951760
0,Pikinier,1654950440,1654950480
0,Lazaro Boltador,1654950450,1654954530
0,Britney Taca Spear,1654950501,1654958720
0,Powerful Hercules,1654950540,1654951560
0,Spinius,1654950550,1654951890
0,Buffonz,1654950571,1654972641
0,Kazzicky,1654950581,1654952980
1,Loggan,1654950611,1654952581
0,Little Kohen,1654950620,1654952930
0,Pohka,1654950620,1654951070
0,Shadow Nova,1654950620,1654956620
0,Nolsa,1654950630,1654950681
0,Silsa,1654950690,1654950710
1,Nolsa,1654950710,1654950800
0,Terra,1654950720,1654954130
0,Saymor,1654950760,1654951870
1,Vanessa,1654950781,1654951960
0,Allinyehsaboat,1654950810,1654950890
0,Concu,1654950821,1654951960
1,Tidio Trevas,1654950870,1654963010
2,Nolsa,1654950900,1654955510
0,Queirogas,1654950900,1654967390
0,Magi'cc,1654950910,1654950980
0,Laarkzz,1654950950,1654961020
1,Latuz,1654950950,1654951920
0,Vigesimo Quinto Baam,1654950991,1654955410
0,Dragon Flamel,1654951000,1654952060
0,Laura Pretty,1654951000,1654963961
0,Sic Mundus,1654951000,1654958260
0,Sonic,1654951020,1654952020
0,Alt Hoi,1654951040,1654951160
0,Gogka,1654951050,1654951170
0,Rotiun,1654951060,1654951790
0,Rage Quit,1654951070,1654952230
0,Thainer,1654951070,1654951560
0,Bob Sama,1654951140,1654951330
0,Brett,1654951140,1654954090
0,Nietszche,1654951150,1654952630
0,Hailher,1654951170,1654953572
0,Huverex,1654951180,1654954890
0,Heineken,1654951240,1654956000
0,Marijuana Grande,1654951260,1654953470
0,Huh Huh,1654951330,1654953970
0,Lady Nightt,1654951330,1654954090
0,Luffy Sama,1654951350,1654951370
0,Neulan,1654951390,1654951870
0,Millennial,1654951430,1654952820
0,Archer Shadow,1654951461,1654951970
0,Karate Ninja Man,1654951461,1654955420
0,Erza,1654951540,1654952961
0,El Grande,1654951560,1654951820
1,Pigmalion,1654951570,1654958390
0,Wolfmask,1654951610,1654956821
1,Luffy Sama,1654951751,1654951850
1,Oxys,1654951770,1654956470
0,Lulu Emil,1654951790,1654953370
0,Apoc,1654951810,1654952770
0,Mestre-fear,1654951810,1654952102
1,Pohka,1654951830,1654951870
0,Veper,1654951870,1654951880
1,Bob Sama,1654951880,1654952041
2,Pohka,1654951880,1654951890
1,Veper,1654951890,1654952030
0,Niekik,1654951980,1654953630
0,Yevzor,1654951990,1654952390
0,Sonicc,1654952020,1654952260
1,Thainer,1654952030,1654952060
0,Beicim,1654952060,1654954240
1,Concu,1654952060,1654954500
1,El Grande,1654952060,1654957830
0,Seller Thais,1654952060,1654952080
1,Tata,1654952070,1654953340
0,The Dog,1654952070,1654953160
0,Elanor,1654952090,1654952110
1,Magi'cc,1654952120,1654952640
0,Madruga Fractal,1654952200,1654955320
1,Kmps,1654952230,1654955140
0,Swagg,1654952230,1654953230
0,Blauwe Tovenaar,1654952240,1654952690
1,Sonic,1654952260,1654952470
0,Jaceguai Showtime,1654952320,1654958870
0,Jasmin,1654952390,1654953380
0,Cumba,1654952460,1654957790
0,Psiike,1654952460,1654953750
0,Mikie,1654952500,1654955180
0,Super Tizok,1654952550,1654963751
1,Mestre-fear,1654952581,1654956650
1,Elanor,1654952640,1654952830
0,Akira,1654952660,1654957000
0,Mandrak,1654952660,1654953730
0,Zelo,1654952670,1654957390
0,Master Beggar,1654952690,1654952780
0,The Black Widow,1654952690,1654954840
1,Blauwe Tovenaar,1654952780,1654953390
0,Bakozor,1654952800,1654953182
0,Eydorian,1654952820,1654959560
2,Magi'cc,1654952830,1654953510
0,Rato King,1654952840,1654964800
0,Nieszczesliwy,1654952850,1654963900
1,Archer Shadow,1654952911,1654953150
0,Lindy't,1654952930,1654961020
1,Saymor,1654952930,1654953930
1,Kazzicky,1654952990,1654958740
0,Girl Anonyma,1654953060,1654957320
0,Marvelous,1654953081,1654954210
0,Kaval,1654953110,1654954360
0,Xidel,1654953150,1654954940
1,Methtroll,1654953242,1654954200
1,Vink,1654953250,1654954010
1,Swagg,1654953300,1654958580
1,Millennial,1654953311,1654956740
1,Gang'ster,1654953340,1654955620
0,Raicken,1654953370,1654959480
0,Archer Beggar,1654953400,1654953730
1,Lulu Emil,1654953400,1654953410
0,Fryz,1654953410,1654954110
0,Junior Baiano,1654953410,1654959470
0,Sri Nohanded,1654953410,1654954370
0,Speedfreak,1654953420,1654956460
0,Jess Eh,1654953501,1654957530
2,Elanor,1654953530,1654953600
0,Parros,1654953540,1654953740
1,Erza,1654953550,1654961020
0,Granseal,1654953572,1654988450
0,Hard Paradox,1654953572,1654961020
1,Dragon Flamel,1654953610,1654953730
0,Yugi,1654953640,1654953870
0,Irish'man,1654953650,1654966661
2,Blauwe Tovenaar,1654953740,1654956270
3,Magi'cc,1654953760,1654957710
0,Psikee,1654953760,1654958880
0,Yonaguni,1654953870,1654954831
1,Bakozor,1654953890,1654954171
0,Mr Pie,1654953910,1654954770
0,Sunflake,1654953910,1654955370
2,Latuz,1654953940,1654955320
0,Pew Pew Boii,1654954021,1654954500
0,Shyro,1654954110,1654954120
0,Sora,1654954120,1654954140
0,Ayanokouji,1654954150,1654958211
1,Yugi,1654954190,1654954330
0,Sinmi,1654954291,1654955760
2,Bakozor,1654954350,1654954380
1,Hailher,1654954380,1654959200
0,Albatroz Enfurecido,1654954391,1654955540
0,Boa The Stryporm,1654954391,1654957320
2,Yugi,1654954400,1654955370
1,Kaval,1654954420,1654958500
0,Sinjaa,1654954420,1654954460
0,Morreu Pah Bichu,1654954430,1654958700
0,Jess,1654954460,1654955780
0,Shawzin,1654954520,1654954781
0,Ulyngarr,1654954541,1654955110
2,Concu,1654954590,1654956960
2,Vanessa,1654954611,1654955840
1,Ichiman,1654954660,1654956790
0,Uryu,1654954730,1654959270
1,Lazaro Boltador,1654954740,1654957320
0,Urahara San,1654954740,1654954960
0,Kage Omega,1654954781,1654955850
1,Beicim,1654954810,1654955800
1,Mister Lin,1654954820,1654961020
0,Xutake,1654954840,1654954960
0,Viktor,1654954870,1654954910
0,Cypherpunk,1654954900,1654955860
1,Yonaguni,1654954910,1654958100
1,Viktor,1654954920,1654954940
2,Viktor,1654954960,1654955000
1,Huverex,1654954980,1654957660
3,Viktor,1654955010,1654957000
0,Urzel,1654955020,1654958690
1,Xidel,1654955090,1654962411
0,Cherelzada,1654955130,1654961580
0,Politrox,1654955161,1654955740
